ID	Phase	Priority	Applies to	Applies?	Launch gate?	Task	What to do	Done when	Owner	Tools	Review cadence	Due date	Notes	Status	Evidence	Profile	Last review UTC	Latest review result	Next review UTC	Review state
2.5	2 — Pre-launch config	P0	Sites using analytics or conversion measurement	Review	Yes	Analytics and conversion implementation	Implement only the approved 0.4 instrumentation. Configure ownership, timezone, retention, test/internal traffic and applicable values, currency, cross-domain/referral handling. Choose one route/pageview emission method and prevent duplicate triggers. Use safe unique transaction IDs where relevant; remove prohibited payload fields before transmission. If GA4/Search Console linking is selected, match page scope and web stream, permissions and reporting ownership.	Collection, suppression, values and attribution match the approved state matrix. Expected events are neither missing nor duplicated; relevant transactions reconcile with test records. SPA routes carry current page/referrer data, required cross-domain identifiers survive redirects, and prohibited data is absent from inspected payloads. The optional GA4/Search Console link is correctly scoped if chosen; its absence does not fail this gate.	Developer + analytics + business	Chosen analytics debugger; browser network tools; tag debugger; Search Console Associations	Before launch and after tracking changes		Purpose: measurement; legal/accessibility. C12/D06. Check live payloads and recipient diagnostics, not only tag configuration. GA4 purchase deduplication needs a nonempty unique transaction_id without customer-identifying data; do not reuse IDs across orders/users or assume all event types are deduplicated. Sources: GA4 SPA measurement; GA4 transaction IDs; GA4 cross-domain measurement; Analytics PII prevention; Search Console and GA4 linking. Source IDs: SRC065; SRC066; SRC067; SRC068; SRC069.	Not started		Core		Not reviewed		Not reviewed
2.6	2 — Pre-launch config	P0	Sites where consent is required and/or Google tags use Consent Mode	Review	Yes	Consent platform and Google Consent Mode configuration	Implement the qualified 0.9 privacy decision for the actual regions, vendors and data. Where Google Consent Mode is selected, record Basic/Advanced mode and affected consent types, including ad_user_data/ad_personalization where applicable. Set approved defaults before configuration/events; update choices before navigation and persist/restore them as designed. Test first visit, accept, reject, partial consent, withdrawal and return visits at network/storage level.	Tag loading, transmission and storage match the approved policy in every required state, including delayed banner/tag loading. Basic blocks Google data until consent; Advanced denied states may send documented cookieless measurements only where approved. Choice changes and withdrawal affect subsequent behavior correctly, denied paths remain usable, and unapproved disclosure or unresolved scope fails.	Privacy/legal + developer + analytics	CMP; Tag Assistant; browser storage/network tools; Sources sheet	Before launch and after CMP/tag changes		Purpose: legal/accessibility; security/governance. C13. The chosen mode must fit the qualified policy; Consent Mode is a signal mechanism, not legal certification. No cookies does not mean no transmission. Existing stored data and any deletion obligations need their own approved handling. Sources: Google Consent Mode; Consent Mode implementation timing. Source IDs: SRC004; SRC064.	Not started		Core		Not reviewed		Not reviewed
2.7	2 — Pre-launch config	P1	Templates eligible for useful structured data	Review	No	Structured-data eligibility matrix and implementation	For each marked template record vocabulary, supported format, intended consumer/feature, required and recommended properties, content source and maintenance owner. Prefer JSON-LD; accept supported Microdata/RDFa. Decide relevant Organization, LocalBusiness, Article, Product/ProductGroup, VideoObject, paywall, BreadcrumbList and other types using current feature guidance. Describe actual page/entity content; do not generate empty boilerplate entities or infer Google support from Schema.org validity.	The matrix distinguishes valid vocabulary from each selected feature's eligibility and records required-property results and recommended-property decisions. Shipped markup is accurate and passes 4.6; misleading/invalid output is corrected or removed. Valid markup without a Google feature may remain for a documented consumer/purpose. Feature adoption is optional and validation never guarantees display.	Developer + SEO	Schema.org validator; Rich Results Test; Search Console; Sources sheet	Every new template		Purpose: search-feature eligibility; optional enhancement. C09/H05. Google FAQ rich results are no longer available, verified 2026-09-09. FAQPage remains Schema.org vocabulary; keep it only for a documented purpose rather than a Google FAQ feature/report promise. Sources: Structured-data guidelines; Google structured data features; Schema.org FAQPage; Google Search documentation updates. Source IDs: SRC007; SRC008; SRC035; SRC071.	Not started		Extended		Not reviewed		Not reviewed
2.8	2 — Pre-launch config	P1	All sites	Yes	No	Social metadata	For chosen sharing platforms, implement the basic Open Graph properties og:title, og:type, og:image and og:url. Add an accurate og:description where useful and any extra properties required by the chosen object type. Verify the actual public URL and image fetch. Configure additional platform cards only when selected, using current provider requirements.	The chosen Open Graph object has accurate required properties and accessible preview assets. Test an actual share preview where available and record the URL, result and any provider limitation. Additional platform-card requirements are verified before declaring that optional implementation Passed.	Developer + designer	Open Graph debugger; social preview tools	Launch + new landing pages		Purpose: optional enhancement. Source IDs: SRC108. SRC-L01: og:type was missing from the earlier list. Current exact X Cards field requirements remain unverified because the legacy official URL redirects to a general overview; this does not establish withdrawal of the feature.	Not started		Core		Not reviewed		Not reviewed
2.9	2 — Pre-launch config	P2	Sites with an approved AI crawler policy	Review	No	Implement and verify optional AI crawler directives	Implement the approved 0.6 register in supported robots, Search Console and edge controls. Distinguish OAI-SearchBot (search), GPTBot (training) and ChatGPT-User (user fetch); Claude-SearchBot, ClaudeBot and Claude-User; and PerplexityBot versus Perplexity-User. Verify each provider's current scope and identity method. Test permitted and denied rules, label custom-UA probes as simulations, and use trusted logs for genuine requests. Keep robots accessible to compliant crawlers; never grant private access solely from a user-agent string.	Selected settings and observed behavior match the approved purposes and paths. Evidence separates rule simulations from identity-verified requests and marks unobserved behavior with an owner/follow-up. Google-Extended is tested as a product token, not a fictitious fetcher. User-directed retrieval may differ: OpenAI says robots may not apply to ChatGPT-User; Perplexity-User generally ignores it; Anthropic documents robots compliance for its bots. Robots and preview directives are not access control.	Developer + SEO	Provider documentation/register; SC effective settings; rule probes; provider identity verification; trusted logs	Before selected policy goes live; after provider, CDN/WAF or policy changes		Purpose: security/governance; optional enhancement. H02/D05. Preserve public-search access QA in 4.2/5.1. Apply each provider's current IP/DNS method; no generic Google identity test. For Bing, verify selected directives under Bing documentation; data-nosnippet excludes marked text from its snippets/AI summaries while retaining indexing. Sources: OpenAI crawlers; Anthropic bots; Perplexity crawlers; Bing snippet controls. Source IDs: SRC002; SRC018; SRC050; SRC084; SRC085; SRC086; SRC089.	Not started		Extended		Not reviewed		Not reviewed
2.10	2 — Pre-launch config	P2	Sites prioritizing IndexNow search engines	Review	No	IndexNow submission	If selected, notify currently participating IndexNow engines of added, materially updated and deleted URLs through publish/unpublish workflows. Verify host ownership, public key-file content/location and permitted URL scope. Test 200 receipt, 202 pending key validation and documented error responses; correct invalid requests and back off safely on rate limits. Check current participants instead of hard-coding an engine list. Maintain normal crawlable links and valid sitemaps, including for Google.	Add, update and deletion events send the intended in-scope URLs without persistent retry loops. Keys and host/path scope validate; receipt, pending validation and failures are logged distinctly with a follow-up owner. Successful notification is not evidence of crawling or indexing. No IndexNow integration is required if this optional scope is excluded.	Developer	IndexNow API; Bing Webmaster Tools	Publish/unpublish events if adopted; after key/host changes; monthly failure review		Purpose: indexing/discovery; optional enhancement. C16. Optional discovery notification, including deletions. Google discovery also uses links and other mechanisms; it is not sitemap-only. Source: IndexNow protocol documentation. Source IDs: SRC017.	Not started		Extended		Not reviewed		Not reviewed
2.11	2 — Pre-launch config	P0	E-commerce / product catalogue	Review	Yes	Product, merchant and variant configuration by scope	Record separate decisions for direct sales, product information, variants, chosen product markup, Merchant Center and checkout. Configure applicable prices, availability, currency, genuine identifiers, shipping/returns and variant URLs from the actual catalogue. Use Product snippets or merchant listing requirements for the intended surface; merchant listings require on-site purchase. Link selected feed/page/markup sources and test their agreement. Never fabricate ratings or present business testimonials as product reviews.	Every submodule decision is resolved and applicable configuration is accurate. Selected variants have stable unique identities and directly selectable URLs showing the correct state. Shipped markup passes 4.6 and multiple data sources agree. Absent checkout/feed/optional markup does not fail a module that explicitly excludes it. Review authenticity and destination rules are recorded under 3.13/7.6; no fabricated review data is accepted.	Developer + business	Catalogue/source data; applicable feature validator; Merchant Center if used; page/feed comparison	Before launch; every catalogue/template change		Purpose: search-feature eligibility; security/governance; legal/accessibility. C10. Conditional commercial accuracy and chosen-feature configuration. Product snippets, merchant listings and Merchant Center are distinct decisions. Follow the chosen single-page or multi-page ProductGroup canonical model; do not force all variants to one canonical. Sources: Product structured data; Merchant listing requirements; Product variants. Source IDs: SRC072; SRC073; SRC074; SRC083.	Not started		Core		Not reviewed		Not reviewed
2.12	2 — Pre-launch config	P1	Local businesses	Review	No	Google Business Profile and local entity setup	Confirm Business Profile eligibility before creating or claiming a listing. Use the real business name, eligible customer-facing location or service area, correct address visibility and controlled ownership. Resolve duplicates under current location/practitioner rules. Keep hours, categories, contact details and the corresponding location page accurate. Use a tagged website link only under the measurement policy.	The eligibility decision and accountable owner are recorded. Eligible profile configuration and location-page details agree. Record actual verification state and open dependencies with an owner and next check; do not label pending verification complete. Ineligible businesses do not create a profile. Profile verification is not a universal website-launch dependency.	Business / SEO	Google Business Profile	Eligibility before listing creation; launch/first 30 days follow-up; after business changes		Purpose: search-feature eligibility; optional enhancement. C11. Conditional local presence, not a universal gate. Business eligibility and exceptions follow current Google Business Profile rules. Review solicitation is governed separately under 3.13/7.6. Source: Business Profile representation guidelines. Source IDs: SRC075.	Not started		Core		Not reviewed		Not reviewed
2.13	2 — Pre-launch config	P2	All sites	Yes	No	Favicon, site name and search identity	Reference a stable, brand-representative square favicon from the homepage; the image may be on a CDN. Use a current supported format such as PNG/ICO, at least 8x8px and preferably larger than 48x48px. Allow Googlebot access to the homepage and Googlebot-Image access to the asset. Provide consistent WebSite name/url data on the eligible domain/subdomain homepage; reuse the existing WebSite node and align visible brand signals.	The homepage references the intended accessible favicon with a supported format and square dimensions meeting the minimum. Site-name data uses the canonical homepage URL and consistent identity. Check relevant duplicate homepages for consistent data. A separate subdirectory search site name is not promised, and lack of chosen display is not proof of invalid implementation.	Developer + designer + SEO	Browser; Rich Results/schema validator; robots test; Search Console	Before launch; after brand/domain changes		Purpose: search-feature eligibility; optional enhancement. C15. Optional search-identity enhancement, not a launch requirement or ranking promise. One favicon is supported per hostname; site-name scope is domain/subdomain, with www/m generally treated as equivalent. A larger-than 48x48 favicon is a recommendation, not the 8x8 minimum. Sources: Favicon in Search; Site names. Source IDs: SRC022; SRC023.	Not started		Core		Not reviewed		Not reviewed
2.14	2 — Pre-launch config	P1	Sites where indexable video is a primary content asset	Review	No	Video search and watch-page optimization	For selected video-search goals, provide a dedicated watch page whose main purpose is one video, with unique title/context and a prominent discoverable playable player. Check intended indexability, stable accessible thumbnails/video resources and accurate eligible VideoObject. Validate third-party embed access where used. Use a video sitemap when useful, with the watch-page URL as loc and correct video/player/thumbnail fields. Assign post-launch indexing/performance review.	Selected watch-page templates expose the intended playable main video and required accessible resources without a user action needed for discovery. Chosen markup/feed validates and agrees with the video. A product/article page with supplemental video is not claimed as a dedicated watch page. Record indexed evidence when available after launch; unavailable field data or lack of feature display is not invented as a pass.	Content + developer + SEO	Rich Results Test; video sitemap; Search Console; crawler	Before launch for video templates; review when publishing video		Purpose: search-feature eligibility; optional enhancement. H06. Conditional video-feature enhancement; adoption remains nongating. Ordinary pages with complementary video can still appear as text results. Template implementation and actual video indexing/display are separate. Source: Video SEO. Source IDs: SRC026.	Not started		Extended		Not reviewed		Not reviewed
2.15	2 — Pre-launch config	P0	Sites with paywalled or registration-gated publishing, whether indexed or deliberately excluded	Review	Yes	Paywall, registration and gated-content indexing	Approve the intended indexing, sampling and access model for gated publishing. Test authorized readers, logged-out clients and verified eligible crawlers against that policy, including raw/rendered responses, APIs and shared caches. For indexed paywalled content use accurate isAccessibleForFree=false; apply hasPart/cssSelector for relevant section granularity and record recommended-property decisions. Private account data requires real authorization; a Googlebot-like user agent must never grant private access.	Observed reader/crawler access and previews match approved policy. Indexed paywall markup meets required properties and chosen section selectors match actual content. Deliberately excluded publishing follows 1.8; noindex alone does not protect private data. No unauthorized private content is exposed through page, API or cache responses. Resolve and retest blocking defects before this gate passes.	Developer + content + legal/business	URL Inspection; Rich Results/schema validator; crawler; access-control tests	Before gated content launches; after access-model changes		Purpose: indexing/discovery; security/governance. C17. Conditional gate protecting private data and intended search access. Keep public paid-publishing access distinct from private user accounts. Googlebot identity is verified under 1.7; labels or user-agent probes alone are insufficient. Sources: Paywalled content; Verify Google crawler requests. Source IDs: SRC028; SRC050.	Not started		Extended		Not reviewed		Not reviewed
2.16	2 — Pre-launch config	P2	Sites selecting Discover presentation or an optional Preferred Sources user flow	Review	No	Discover presentation and Preferred Sources decision	Review Discover content policies for any selected content, whether or not the site is a conventional publisher. Use accurate previews and the image decisions in 2.3. Discover eligibility requires Google indexing and policy compliance, without special tags/schema. Separately check whether the domain/subdomain appears in the Preferred Sources selection tool. If chosen, implement and test a supported button/link that lets users select the actual site; do not promise a separate subdirectory source.	Selected templates have accurate previews and documented policy/image decisions. Record actual indexed evidence or a post-launch follow-up when unavailable. Preferred Sources adoption and current eligibility are recorded separately; an absent optional button or lack of source availability is not a launch failure. An implemented flow targets the intended site. Eligibility and user choice do not guarantee traffic or general ranking gains.	Content + developer + audience/SEO	Search Central docs; page metadata; Search Console	Before selected presentation launches; first 30 days indexing follow-up; quarterly and feature changes		Purpose: search-feature eligibility; optional enhancement. H06. Optional discovery/audience module, distinct from news 2.18. Discover can include useful older and nonpublisher content. Preferred Sources is a user preference whose supported surfaces/availability need dated verification. Sources: Discover; Preferred Sources. Source IDs: SRC025; SRC032.	Not started		Extended		Not reviewed		Not reviewed
2.17	2 — Pre-launch config	P1	Sites with hierarchical content or category structures	Review	No	Breadcrumb navigation and BreadcrumbList markup	Provide visible, crawlable breadcrumbs representing a useful typical user path; keep linked ancestors aligned with intended canonical URLs. Do not merely mirror URL strings or invent hierarchy. Where BreadcrumbList is used, match the visible trail and validate at least two correctly ordered ListItems, names and required links. Google permits the last item to omit item; home/current-page crumbs are not automatically required.	Selected hierarchical templates have usable navigation and working canonical ancestor links. Shipped BreadcrumbList matches the visible hierarchy and relevant required properties; positions/names/links are correct on tested states. A permitted last-item link omission is accepted. Record eligibility separately from actual search display.	Developer + designer + SEO	Rich Results Test; crawler; accessibility QA; Sources sheet	Before launch for hierarchical templates; after navigation changes		Purpose: indexing/discovery; search-feature eligibility. E04. Retain this existing conditional nongate control. Google's breadcrumb feature is available on desktop; that does not restrict useful on-page navigation to desktop. No guaranteed display or ranking benefit. Source: Breadcrumb navigation. Source IDs: SRC036.	Not started		Core		Not reviewed		Not reviewed
2.18	2 — Pre-launch config	P1	News publishers with a news programme in the release scope	Review	Yes	News publishing policy and news sitemap QA	Record publisher/company/contact details, accountable bylines and accurate original publication dates. Distinguish editorial work from advertising and disclose material sponsorship. Test current Google News policy requirements for the selected programme. If a news sitemap is used, update it as articles publish; include news metadata only for the last two days and at most 1,000 news entries per file. Validate publication name/language, original publication date and article title.	The news-policy review and tested article templates match accountable publishing and clear sponsorship. A selected news feed validates, dates are original and aged entries/news metadata are removed while appropriate normal sitemap coverage remains. An intentionally empty feed is acceptable. No news sitemap or AMP is required for ordinary websites. Unresolved applicable policy or implemented-feed defects block this module; Google News inclusion is not guaranteed.	Editor + publisher + developer + SEO	News-policy review; article/source inspection; news sitemap validator; Search Console when available	Before news programme launch; each publication/feed change; first 30 days monitoring		Purpose: search-feature eligibility; security/governance. D04. Conditional news-policy/implemented-feed gate, separate from Discover 2.16. This is the site's release dependency for its chosen news programme, not a universal Google Search ranking prerequisite. Sources: Google News policies; News sitemaps. Source IDs: SRC076; SRC077.	Not started		Extended		Not reviewed		Not reviewed
3.1	3 — Content & trust	P0	All sites	Yes	Yes	Page titles and primary headings	Write unique, accurate titles and clear primary headings for priority URLs. Match the page intent and avoid arbitrary character-count rules or keyword repetition.	Every priority URL has an accurate, distinct title and primary heading; no title or heading is empty, misleading or duplicated by template error.	Content / SEO	Screaming Frog; SERP preview	Every page publish		Purpose: relevance/ranking consideration. v4: meta descriptions split into a separate P1 row. Source IDs: SRC104.	Not started		Core		Not reviewed		Not reviewed
3.2	3 — Content & trust	P1	All sites	Yes	No	Meta descriptions and search snippets	Write accurate, useful descriptions for priority pages. Accept that search engines may rewrite snippets; prioritize clarity and conversion value over fixed length.	Priority pages have non-misleading descriptions and no systemic blank or duplicated template output.	Content / SEO	Crawler; SERP preview	Every priority page publish		Purpose: optional enhancement. Source IDs: SRC105.	Not started		Core		Not reviewed		Not reviewed
3.3	3 — Content & trust	P0	All sites	Yes	Yes	Contextual internal linking & topical coverage	Link related pages using descriptive anchors when it naturally benefits the reader. Ensure priority pages are reachable in few clicks.	Priority pages reachable in few clicks; no important orphans; natural anchor text.	Content + developer	Screaming Frog; IA map	Every content release		Purpose: indexing/discovery; relevance/ranking consideration. Replaces forced 'topic clusters' with natural contextual linking. Source IDs: SRC103.	Not started		Core		Not reviewed		Not reviewed
3.4	3 — Content & trust	P0	All sites	Yes	Yes	Trust, contact and required legal/consumer pages	Publish accurate About and contact information plus the privacy, terms, company, returns, accessibility or consumer-information pages required by the approved 0.9 scope. Add real authors and sources where responsibility matters.	Required pages are accurate, accessible, owned and linked from appropriate locations; claims have accountable people or organizations.	Business + legal + content	Site footer QA	Launch + when details change		Purpose: legal/accessibility; security/governance. Source IDs: SRC014; SRC033.	Not started		Core		Not reviewed		Not reviewed
3.5	3 — Content & trust	P1	All sites	Yes	No	Original content, clear answers and accountable authorship	Publish original content that meets the page's real user need with useful specifics, limits and first-hand evidence where relevant. Make answers easy to find with descriptive headings and appropriate structure. Support material claims and retain context. Show accurate authorship/review responsibility and meaningful publication/update dates where readers reasonably expect them; do not add boilerplate bylines or dates to every transactional page.	Priority content serves its stated purpose clearly and offers useful original value. Material claims have appropriate support, with consequential claims reviewed under 3.6. Authorship and dates are accurate where needed. A formatting change or AI-generated text alone does not establish quality. Applicable batch publishing is assessed separately under 3.9.	Content	Editorial review	Before publication; after material content changes; periodic editorial review		Purpose: relevance/ranking consideration; security/governance. E01. Merges the previous answer-formatting requirements from 3.9. This general editorial control is P1/nongating; consequential-claim, batch and public-content risks retain their specific gates. Source: Helpful content. Source IDs: SRC033.	Not started		Core		Not reviewed		Not reviewed
3.6	3 — Content & trust	P0	YMYL, regulated, product or consequential factual claims	Review	Yes	Editorial evidence, fact-check and approval trail	Record primary sources, reviewer, approval date, material limitations and next review date for consequential claims. Use qualified legal, medical, financial or technical review when the subject requires it.	Launch claims are supportable and current; evidence and approvals are findable; unsupported testimonials, comparisons or guarantees are removed.	Content + subject expert + business/legal	Editorial checklist; source log	Before publish; at expiry or material change		Purpose: legal/accessibility; security/governance. Source IDs: SRC033.	Not started		Core		Not reviewed		Not reviewed
3.7	3 — Content & trust	P0	All sites	Yes	Yes	Minimum viable launch content complete	Define and finish the smallest set of priority landing, trust and conversion pages needed for the launch proposition. Do not block launch on an aspirational long-term editorial calendar.	Every URL marked launch-critical in the inventory has complete, approved copy, media, metadata, links and conversion path.	Content + business + SEO	URL inventory; editorial tracker	Before launch		Purpose: security/governance; relevance/ranking consideration. Operating design; no external ranking claim. Related controls: 0.3, 3.5, 3.6.	Not started		Core		Not reviewed		Not reviewed
3.8	3 — Content & trust	P1	All sites	Yes	No	Post-launch content production plan and cadence	Turn the keyword and intent map into a sustainable dated backlog with owners, review steps and publication dates after the minimum launch set is complete.	The next content tranche has named owners, realistic dates and an accountable backlog owner.	Content + business	Content calendar; project tracker	Set before launch; review monthly		Purpose: relevance/ranking consideration; security/governance. v4: demoted; the actual launch content set is covered by 3.7. Operating design; no external ranking claim. Related controls: 0.1, 0.2, 3.7.	Not started		Core		Not reviewed		Not reviewed
3.9	3 — Content & trust	P0	Bulk/programmatic publishing or materially AI-generated batches	Review	Yes	Batch publishing inventory, quality checks and release safeguard	Before a batch becomes indexable, record its URL inventory, legitimate user need, sources and distinct value. Define automated checks over the full batch and human review by risk, including consequential claims under 3.6. Test duplicate/template-only output, wrong entities/locations, unsupported promises, doorway patterns and factual errors. Include high-risk and edge cases in the sample. Assign a release owner, acceptance criteria and a correction/removal route; quarantine failing pages.	The inventory and review scope are complete, required checks pass and sampled defects are investigated across affected pages. Only approved passing pages enter the indexable release; failing pages remain excluded or unpublished and are retested after correction. Sources, decisions and owner are recorded. Explain creation methods where users reasonably need that context. Sampling is not a guarantee that every claim is correct.	Content owner + qualified reviewer + developer + SEO	Batch inventory; automated content checks; risk-based editorial sample; publishing controls	Before first batch and each material batch release; after generator/data-source changes		Purpose: security/governance. D03/E01. Conditional publishing risk gate. Old 3.9 formatting now lives in 3.5; this ID has a new criterion and purpose. Ordinary drafting uses 3.5/3.6 unless batch scope applies. Sources: Generative AI content guidance; Spam policies. Source IDs: SRC029; SRC079.	Not started		Core		Not reviewed		Not reviewed
3.10	3 — Content & trust	P1	All sites	Yes	No	Cannibalisation check before publish	Compare a proposed page with the actual content inventory for user need, entity/product/location, substantive content and expected search role. Consolidate materially redundant pages when one stronger page serves the need. Keep distinct useful pages even when intent overlaps. After launch, use query/page evidence to investigate competition rather than assuming every overlap is harmful cannibalization.	The publish decision records why to create, update, retain or consolidate the page. Distinct entities or useful content are not merged merely for sharing an intent. Investigations use the maintained URL inventory and available search evidence; a site: query alone is not a complete inventory.	Content + SEO	CMS/crawl inventory; content comparison; Search Console query/page evidence when available	Every publish		Purpose: relevance/ranking consideration. C20. Editorial and ongoing optimization decision, not an automatic consolidation or launch rule. Sources: Helpful content; site: search limitations. Source IDs: SRC033; SRC062.	Not started		Core		Not reviewed		Not reviewed
3.11	3 — Content & trust	P0	All sites	Yes	Yes	Accessible content, links and media QA	Check heading meaning, descriptive link text, plain language where appropriate, table headers, image alternatives, captions/transcripts, page language and instructions that do not depend only on color, shape or position.	Priority content remains understandable and operable with images, sound or styling unavailable; media alternatives are accurate.	Content + accessibility + designer	Editorial accessibility checklist; screen reader sampling	Every launch content release		Purpose: legal/accessibility. Source IDs: SRC014; SRC057; SRC098.	Not started		Core		Not reviewed		Not reviewed
3.12	3 — Content & trust	P0	Multilingual / multi-country	Review	Yes	Locale-specific content and conversion localization	Localize intent, terminology, currency, units, legal information, shipping/service availability, contacts and conversion copy. Do not publish raw machine translation without accountable review.	Each launch locale is reviewed by a qualified human and matches the local query, offer, legal scope and conversion journey.	Localization + content + business	Locale briefs; human QA; URL inventory	Before each locale launches		Purpose: indexing/discovery; legal/accessibility. Source IDs: SRC012; SRC013.	Not started		Core		Not reviewed		Not reviewed
3.13	3 — Content & trust	P0	Sites with public UGC, listings, third-party publishing or review collection, solicitation or display	Review	Yes	Public content, third-party publishing and review safeguards	Before public content launches, set moderation, publication/indexability thresholds and escalation owners. Review third-party provenance, purpose, responsibility, integration and actual arrangements against current spam policies; assess batches under 3.9. Qualify paid links with sponsored or accepted nofollow and handle UGC links appropriately. Before collecting/displaying reviews, shipping review markup or making the first request, approve the destination-specific rules in 7.6 and test the actual request, staff guidance and moderation flow.	Applicable publication/moderation controls work and policy defects are resolved before release. Record actual third-party arrangements and current policy version; authorship alone is not abuse. For reviews, retain genuine provenance, required disclosures, moderation/takedown evidence and approval of each destination's rules before first use. Reapprove changed platforms, incentives or request/moderation flows before use. Escalation covers relevant Search Console notices and policy review routes.	Trust & safety + business + SEO + developer	Moderation tools; crawler; Search Console; destination policy and request-flow review	Before public-content launch or first review collection/display/request; before material programme changes		Purpose: security/governance; legal/accessibility. H04. Verified 2026-09-09: site-reputation manual-action effects differ by searcher location. Outside the EEA they affect the identified section; inside the EEA that impact does not apply and the section may rank independently over time. No immunity or automatic outcome is promised. Integration factors are assessed together. Sources: Spam policies; Site reputation policy update; Outbound-link qualification. Source IDs: SRC029; SRC030; SRC080; SRC082; SRC083.	Not started		Core		Not reviewed		Not reviewed
4.1	4 — Pre-launch QA	P0	All sites	Yes	Yes	Full staging crawl: raw HTML and rendered output	Crawl the release candidate before launch with raw-HTML and JavaScript rendering modes for status codes, titles, headings, canonicals, directives, links, assets and orphan detection. Production crawling is a separate launch-day row.	No unexplained critical difference exists between raw and rendered output; priority URLs have no broken links, missing metadata or indexation conflicts.	SEO + developer	Screaming Frog (JS rendered); Sitebulb	Before launch and after big releases		Purpose: indexing/discovery. v4: split staging QA from the production crawl. Source IDs: SRC009; SRC010; SRC038; SRC039.	Not started		Core		Not reviewed		Not reviewed
4.2	4 — Pre-launch QA	P0	All sites	Yes	Yes	Indexability and edge-access matrix reconciliation	Compare the release candidate with 0.3 for status, directives, canonical, sitemap, links and locale. On an approved production-equivalent path, test actual cache layers cold/warm and after invalidation, relevant cookies/headers/locales, separate users and private-route authorization. Check intended crawler/visitor rules, challenges, rate limits and essential rendering resources. Record intentional staging access differences for 5.1 live confirmation.	Every launch pattern meets the approved matrix and current acceptance criteria across tested cache/access variants. No private cross-user response leak, stale indexing directive, wrong locale, or blocked required resource remains. Missing infrastructure layers are documented. Unresolved mismatches fail; an approved policy change requires matrix/criteria revision and retesting, not a Passed waiver.	SEO + developer	Crawler export; URL matrix; cold/warm HTTP and browser probes; cache configuration; trusted logs	Immediately before launch		Purpose: indexing/discovery; security/governance. D05. This existing P0 gate owns applicable cache, WAF and privacy acceptance before cutover; 1.7 holds design evidence. It cannot prove an unobserved external crawler visit. Production path and genuine request observations follow in 5.1/6.1. Sources: HTTP caching standard; Verify Google crawler requests. Source IDs: SRC047; SRC050.	Not started		Extended		Not reviewed		Not reviewed
4.3	4 — Pre-launch QA	P0	All sites	Yes	Yes	Mobile content parity and critical-journey QA	Test the declared template/journey matrix on representative real phones and with a keyboard. Compare mobile/desktop primary content, headings, crawlable links, robots directives, metadata, canonicals/hreflang and relevant structured data; account for intentional separate-URL relationships. Required content/media must be available without crawler interaction. Test applicable forms, errors, labels, focus, contrast, targets, zoom, navigation and consent/banner states; link 4.4 accessibility evidence.	The complete approved matrix passes, including usable forms and keyboard/focus/error/zoom states where present. Mobile exposes equivalent essential content and correct signals/resources; no interaction-only loading, accidental mobile exclusion or blocking overlay remains. Separate mobile URLs map correctly. A different layout is acceptable when content and access requirements still pass.	Designer + developer	Representative real phones; browser network/DOM tools; keyboard; linked accessibility evidence	Launch		Purpose: indexing/discovery; legal/accessibility. C18. Apply 1.1 rendering checks to the mobile output used for indexing. Responsive layout or an automated score alone does not prove content parity or journey access. Existing content in accessible tabs/accordions can be valid; fetching required content only after a click is different. Sources: Mobile-first indexing; Accessibility evaluation. Source IDs: SRC015; SRC058.	Not started		Core		Not reviewed		Not reviewed
4.4	4 — Pre-launch QA	P0	All sites; conformance target follows the 0.9 scope	Yes	Yes	Accessibility assessment against the approved target	Assess the version/level and scope approved in 0.9 using automated tools and knowledgeable human evaluation. Cover keyboard/focus, screen-reader use, names/roles, reflow/zoom, forms/errors, landmarks/dialogs, motion, captions and status messages as applicable. Record tested pages and complete processes, technologies, unmet criteria, severity, owners and remediation dates. Limit conclusions to the evidence actually collected.	All release-blocking access and obligation criteria in 0.9 are satisfied; unresolved blockers remain failed. The assessment records scope, methods, limitations and remaining actions. Make a conformance claim only when evidence satisfies the applicable conformance requirements, including full pages, complete processes, accessibility-supported use and non-interference. A tool score or representative sample alone is insufficient.	Accessibility + designer + developer	axe; Lighthouse; keyboard; screen reader; WCAG checklist; Sources sheet	Before launch and after critical UI changes		Purpose: legal/accessibility. C19. Assessment is not automatically a conformance claim. If conformance is itself a blocking obligation, missing proof remains unresolved; an owner/date is not a waiver. Legal scope is reviewed through 0.9. Sources: WCAG 2.2, section 5; Accessibility evaluation. Source IDs: SRC014; SRC015.	Not started		Extended		Not reviewed		Not reviewed
